Label,Art Num,TTR Ratio,Avg Stop Words,Avg Sent Len,Rare,Gram,verb,noun,rare_new,stoptocont
0,32,1,0.571428571,11,0.125,2.623409669,0.060532688,4,0,0.965
0,33,1,0.695652174,19.5,0.11790393,2.675417661,0.036951501,1.803252033,0.031971007,0.669322709
0,34,1,1.181818182,8,0.147982063,1.648241206,0.031476998,1.423076923,0.013549751,0.886255924
1,35,0.772727273,0.878787879,31,0.106951872,1.996363636,0.045936396,1.464241404,0,1.067669173
0,36,0.962264151,0.962264151,20.8,0.11827957,3.732193732,0.027855153,1.527850275,0.02071347,0.928571429
0,37,0.955555556,1.177777778,14,0.123893805,2.145903479,0.052688172,1.473333333,0.09663547,1.067285383
0,38,0.981818182,0.909090909,10.5,0.103585657,3.595009597,0.028985507,4.773893805,0.095776746,0.713815789
1,39,0.691176471,0.827205882,33.13333333,0.091370558,1.762295082,0.026109661,1.628884734,0.020125475,0.718309859
1,40,0.669642857,0.620535714,18.15,0.154371585,1.979678239,0.06285028,3.525014563,0.255770232,1.059285092
0,41,1,0.714285714,48,0.111111111,3.03038674,0.060846561,2.285714286,0.060694944,0.925531915
0,42,1,0.961538462,51,0.107305936,2.455830389,0.059023837,1.578947368,0.004273504,0.979020979
0,43,1,2,6,0.073170732,2.836,0.059386973,1.222222222,0,1.192982456
1,44,0.846153846,0.666666667,21.66666667,0.140186916,1.812967581,0.045346062,2.914983165,0.009066751,1.015075377
1,45,0.808510638,1.106382979,24.75,0.084070796,1.79342723,0.062084257,2.874494949,0.037291789,0.990654206
1,46,0.782051282,1.128205128,33.2,0.13229572,2.067146283,0.046296296,1.910776942,0,1.095477387
1,47,0.859375,1.265625,20.71428571,0.106280193,2.702479339,0.021052632,1.910330042,0.019997014,0.620535714
0,48,0.956521739,0.913043478,17.6,0.15513834,2.589345638,0.063081278,8.193888224,0,1.001679261
1,49,0.766304348,1.038043478,25,0.112195122,2.876832845,0.027322404,1.62915784,0.019569617,0.894444444
0,50,0.906040268,1.026845638,15.1,0.090047393,2.452830189,0.052147239,8.065045695,0,0.904191617
0,51,1,1.333333333,7,0.06147541,2.42887931,0.033542977,1.333333333,0,0.856
0,52,1,0,5,0.141414141,3.146341463,0.020522388,152,0.47091007,0.873857404
1,53,0.933333333,1.266666667,17,0.08056872,2.606451613,0.088685015,1.641975309,0,1
1,54,0.941176471,1,11.33333333,0.126086957,2.8,0.043956044,1.934472934,0.067517278,0.831896552
1,55,0.9,0.675,16.75,0.179176755,2.083690987,0.065024631,2.814285714,0.3393076,0.949790795
1,56,0.936170213,0.723404255,16.2,0.099630996,2.420258621,0.061052632,1.971320346,0,1.080717489
0,57,1,1,9.428571429,0.134110787,2.04494382,0.070921986,8.056338028,0.301187986,1.362831858
0,58,0.967032967,1.153846154,19.6,0.1,3.007293946,0.094809689,1.972766466,0.033519958,1.165876777
1,59,0.668571429,0.708571429,19.93333333,0.11627907,2.598240469,0.062322946,1.746772727,0,1.079268293
0,60,0.910958904,0.97260274,14.4,0.0859375,1.942528736,0.088888889,3.934844829,0,0.95505618
0,61,1,0.9,19,0.100591716,2.967105263,0.027108434,1.714285714,0.011904762,0.9
0,62,1,0.333333333,4,0.113879004,2.505827506,0.045351474,3,0,0.941176471
1,63,1,1.142857143,22.5,0.112311015,2.319792567,0.03215169,7.337301587,0.170712995,0.701470588
0,64,1,1.157894737,13.66666667,0.132678133,1.752314815,0.036677454,1.338414634,0.0648988,0.89059081
1,65,0.928571429,0.642857143,11.5,0.164323374,2.152360515,0.045883253,3.565602837,0.407523846,0.854726368
1,66,0.833333333,0.80952381,15.2,0.128930818,2.350282486,0.070652174,2.427462888,0,0.896428571
1,67,0.868421053,0.697368421,18.42857143,0.081896552,2.201405152,0.031390135,11.04890572,0,1.093137255
1,68,0.737931034,0.937931034,28.1,0.110132159,2.06127451,0.014117647,5.299344966,0.014337435,0.679012346
1,69,0.69379845,0.76744186,30.4,0.102150538,3.284412955,0.046601942,1.79014135,0.079441681,1
0,70,0.899521531,1.004784689,20.95,0.070707071,1.898550725,0.016853933,1.78865068,0.02870483,0.61971831
0,71,0.96,1,50,0.077363897,1.595873786,0.073647871,1.882352941,0.0111128,0.957244656
1,72,1,0.666666667,15,0.087108014,2.349593496,0.051587302,1.6,0,1.111587983
0,73,1,0.944444444,17.5,0.147008547,2.386481802,0.052325581,1.920634921,0,1.003472222
1,74,0.956521739,0.869565217,14.33333333,0.086363636,1.676537585,0.07775378,1.409745293,0.008333333,0.977477477
1,75,0.857142857,0.6,14,0.137019231,2.309623431,0.070478723,1.961695906,0,0.948369565
1,76,0.828571429,0.771428571,24.8,0.12371134,1.779549719,0.046195652,2.071714047,0.086436537,0.866900175
0,77,0.983606557,0.918032787,16.71428571,0.125214408,2.956125828,0.067246835,2.072373394,0,1.061433447
1,78,0.862068966,0.663793103,19.3,0.14893617,2.60546875,0.083941606,2.24519425,0,0.910447761
1,79,0.768888889,0.737777778,26.06666667,0.128712871,2.214285714,0.064165844,2.131900766,0,1.012320329
0,80,0.869918699,1.162601626,13.3,0.181818182,3.001058201,0.041794088,3.899305556,0,0.875
1,81,0.928571429,0.928571429,27,0.118343195,2.355263158,0.046376812,1.363636364,0.022120519,0.961290323
1,82,1,1,6,0.172051089,2.817134831,0.061208054,1,0.007271572,1.005633803
1,83,1,1,18,0.077586207,3.162352941,0.04454343,2.273684211,0.117647059,0.793248945
0,84,1,0.904761905,13.33333333,0.090534979,2.363157895,0.060453401,5.09,0,0.948717949
0,85,1,0.428571429,5,0.132478632,2.39031339,0.044568245,3.023809524,0,0.971910112
0,86,0.972222222,1,14.4,0.148479428,2.893087558,0.055950266,1.830984127,0,0.96557971
0,87,1,1.068965517,8.571428571,0.092857143,1.917647059,0.037878788,2.028321678,0.227607443,1.142857143
0,88,0.948275862,0.982758621,11.5,0.191780822,2.475609756,0.037766831,2.857988981,0.015748031,0.658959538
1,89,0.782608696,0.757763975,18.86666667,0.120950324,2.87382161,0.045548654,2.029711955,0.308238728,1.073684211
1,90,0.780487805,0.712195122,17.55,0.121827411,1.773371105,0.022284123,6.553393729,0.005479452,0.697115385
0,91,1,0.714285714,12,0.127572016,1.890350877,0.014373717,1.4,0.17604595,0.892116183
1,92,0.818181818,1.272727273,25,0.088082902,2.837748344,0.054662379,1.888888889,0,1.026845638
1,93,0.972222222,1,36,0.14893617,2.304152637,0.069370331,1.484126984,0,1.029612756
0,94,1,0.863636364,13.66666667,0.122222222,2.985245902,0.056338028,1.567073171,0,1.006578947
0,95,1,0.923076923,12.5,0.122710623,2.595689655,0.06473029,2.603921569,0,1.020905923
0,96,1,1.260869565,10.4,0.088560886,2.868055556,0.0496614,4.436206897,0,0.97260274
1,97,0.864583333,0.78125,24.42857143,0.084745763,1.994269341,0.063186813,3.378314394,0,0.971751412
0,98,0.946902655,0.902654867,21.5,0.127572016,2.209445585,0.053846154,2.225634741,0.129738131,0.948
1,99,0.833333333,0.928571429,21.6,0.118483412,5.445454545,0.067055394,4.693639752,0.00260078,0.952662722
0,100,0.9453125,0.984375,12.7,0.127962085,3.292079208,0.0554371,2.115147379,0.012552301,0.942307692
1,101,1,0.416666667,17,0.11372549,2.130120482,0.049411765,1.833333333,0,1.024390244
0,102,1,1.833333333,17,0.101769912,2.646258503,0.032193159,1.142857143,0.007764626,0.852941176
0,103,1,1.25,4.5,0.103286385,1.436997319,0.044155844,2.166666667,0,0.855721393
0,104,1,0.8,3,0.137931034,2.899082569,0.041067762,1.55,0.17045492,0.937777778
0,105,0.9375,1.09375,16.75,0.131683168,2.214453903,0.076068079,1.742631797,1.271423987,1.198725607
1,106,0.780487805,0.536585366,25.2,0.08056872,1.617866005,0.061611374,3.078312192,0.037313433,1.056122449
0,107,0.950819672,0.672131148,14.57142857,0.134920635,1.713068182,0.036290323,2.071626984,0.041552925,0.742574257
0,108,0.985915493,0.971830986,14,0.18061674,2.48960739,0.035940803,2.839146568,0.113700236,0.811715481
0,109,0.965517241,1.287356322,13.26666667,0.095238095,2.037974684,0.038934426,9.12627294,0.068618238,1.017021277
0,110,0.97037037,0.948148148,13.15,0.124031008,2.975124378,0.061068702,5.331056277,0,1.001992032
0,111,1,0.166666667,7,0.081355932,3.357947434,0.029339853,5,0.035750414,0.703624733
0,112,1,0,2,0.092178771,2.764427625,0.076438849,152,0.482343054,1.044487427
0,113,1,1.277777778,20.5,0.083333333,1.954861111,0.037288136,1.43470483,0,0.97260274
1,114,0.916666667,1.333333333,9.333333333,0.125121242,2.234521202,0.083766609,1.381609195,0.226067262,1.295703839
0,115,0.965517241,1.24137931,16.25,0.106227106,2.612903226,0.063736264,1.061805841,0,0.920353982
0,116,1,1.222222222,12,0.121212121,3.149046794,0.054908486,1.627743271,0.002525253,1.068100358
0,117,0.922222222,1.011111111,25.85714286,0.102088167,2.563610519,0.061694915,2.223822325,0.289634677,1.215748031
0,118,0.929824561,1.105263158,12,0.118881119,2.73650108,0.048319328,3.524390244,0,0.953586498
0,119,0.962962963,1.111111111,15.2,0.125401929,2.771480804,0.059130435,6.411726009,0,1.018450185
0,120,0.964285714,1.321428571,9.75,0.088888889,2.514450867,0.067039106,4.810181959,0,1.035294118
0,121,1,0.75,7,0.108626198,2.882828283,0.079457364,1.666666667,0,0.948818898
0,122,1,1.666666667,16,0.20119225,2.71966461,0.060185891,1.666666667,0.014912887,1.011775939
0,123,1,0.5,3,0.079096045,2.472924188,0.081850534,26.58333333,0,1.198412698
0,124,1,1.096774194,21.66666667,0.089068826,2.084507042,0.029182879,2.271428571,0.029547767,0.827205882
0,125,1,1.16,13.5,0.12371134,2.187142857,0.063273728,1.596363636,0,1.089552239
0,126,0.95,1.025,16.2,0.116788321,1.906976744,0.04954955,1.48327118,0,0.945701357
1,127,0.771929825,0.877192982,15.28571429,0.106382979,2.281573499,0.055776892,3.3127421,0,1.064102564
1,128,0.888888889,0.838383838,18.2,0.096997691,2.670761671,0.060786651,1.722730018,0,1.050377834
0,129,0.967741935,1.258064516,9.333333333,0.135416667,1.632390746,0.027027027,4.099503968,0.09051208,0.800925926
0,130,0.880382775,1.14354067,22.4,0.126760563,1.966101695,0.042056075,2.648468333,0.345100875,1.096446701
0,131,1,0.933333333,29,0.13880597,2.592619926,0.071225071,1.545454545,0,0.944045911
0,132,1,0.857142857,13,0.217169136,2.627539128,0.055993564,2.333333333,0,0.982832618
0,133,1,1.083333333,12.5,0.140594059,2.871587462,0.060928433,11.7862069,0,1.030800821
0,134,0.978723404,1.127659574,33.33333333,0.052980132,2.061611374,0.042056075,1.768951044,0,1.028846154
1,135,0.888888889,0.8,20.25,0.105633803,3.742358079,0.064989518,1.761640212,0,1.026548673
1,136,0.788732394,1.014084507,28.6,0.153488372,1.913140312,0.037815126,1.646623018,0.180501265,0.855371901
1,137,0.811764706,0.647058824,20,0.111538462,2.240343348,0.054507338,2.16314554,0,1.198113208
1,138,0.809917355,0.611570248,19.5,0.093406593,2.470588235,0.072607261,9.949373472,0,1.172932331
0,139,0.950276243,1.038674033,24.6,0.107954545,1.927480916,0.072727273,1.711213079,0,1.183333333
0,140,0.898876404,1.011235955,8.95,0.096969697,2.341772152,0.032128514,3.062012012,0,0.942622951
0,141,1,0.857142857,13,0.104477612,2.133333333,0.020588235,1.75,0.019655134,0.658291457
0,142,1,0.5,3,0.111111111,2.713917526,0.075376884,3,0,0.969543147
1,143,1,0.909090909,31.5,0.112637363,3.597444089,0.056316591,1.772435897,0.0625,0.987301587
1,144,0.888888889,1.111111111,19,0.079365079,2.243478261,0.033057851,1.383171913,0.028063038,0.691176471
1,145,0.830769231,0.784615385,29,0.135135135,2.48812095,0.016771488,1.936738125,0.019132808,0.558922559
1,146,0.876923077,0.784615385,23.2,0.147859922,2.615874855,0.062150056,2.503374077,0,1.069544365
1,147,0.844827586,0.793103448,14.85714286,0.114285714,2.441747573,0.060747664,1.615270147,0,1.215053763
1,148,0.850393701,0.755905512,22.3,0.119777159,3.590219224,0.050080775,2.163686218,0,0.944262295
1,149,0.782051282,0.820512821,18.93333333,0.164276402,2.798831927,0.056946183,1.966453045,0,0.904820766
0,150,0.938888889,1.127777778,19.15,0.146853147,2.817622951,0.054901961,3.132254723,0.038009567,0.800738007
1,151,0.967741935,0.870967742,58,0.086455331,3.010452962,0.045685279,1.115384615,0,0.894389439
0,152,1,0.857142857,13,0.028571429,1.660130719,0.069620253,1.333333333,0,1.28358209
1,153,0.952380952,0.857142857,19.5,0.126875853,2.652908068,0.056797583,1.842857143,0.002590674,1.02661597
1,154,1,0.636363636,6,0.118012422,2.97761194,0.050724638,10.02222222,0,1.061538462
0,155,1,1.285714286,8,0.148594378,2.268656716,0.070552147,1.937142857,0,0.983086681
0,156,1,1.04,10.2,0.097701149,2.766143106,0.04180602,9.83127572,0,0.884868421
0,157,1,0.842105263,10,0.078947368,2.254733219,0.103643725,7.200438596,0.028041272,1.163873371
1,158,0.833333333,1.106060606,13.9,0.069148936,1.733333333,0.072164948,9.999082341,0,1.038043478
1,159,0.714285714,0.769230769,21.46666667,0.067137809,2.123529412,0.036053131,2.910903761,0,0.868131868
0,160,0.920529801,1.059602649,15.55,0.06744868,1.827893175,0.077358491,2.270631888,0.154002885,1.101871102
0,161,1,0.75,21,0.146616541,1.447478992,0.022,2.333333333,0.164023075,0.852140078
1,162,1,0.888888889,17,0.185483871,2.657458564,0.009803922,1.571428571,0.050911661,0.660550459
1,163,0.931034483,0.896551724,27.5,0.113594041,2.694767442,0.058988764,1.731895223,0,0.969465649
1,164,1,1.052631579,13,0.129476584,3.327666151,0.044576523,2.329059829,0,1.034591195
1,165,0.941176471,1.264705882,19.25,0.098113208,3.29634381,0.071297989,1.473665224,0.068851478,0.978426396
1,166,0.837209302,0.790697674,15.4,0.126923077,3.077227723,0.013035382,14.78218695,0.076853052,0.666666667
1,167,0.8,0.769230769,16.42857143,0.091549296,2.877995643,0.025806452,1.85546398,0,1.030973451
1,168,0.756302521,0.554621849,18.5,0.108527132,2.4348659,0.052141527,2.478489975,0.030769231,1.067326733
1,169,0.754189944,0.82122905,21.73333333,0.132142857,3.461702128,0.065306122,3.512576145,0,1.070484581
1,170,0.828947368,0.828947368,20.85,0.089285714,2.625,0.073375262,2.290882375,0,1.093457944
1,171,1,1,10,0.144897959,2.71539961,0.029438822,3.5,0.176967889,0.753846154
1,172,1,1.272727273,25,0.141891892,1.625461255,0.026595745,1.181818182,0.104073262,0.77124183
1,173,1,0.9,19,0.091922006,4.424390244,0.053459119,1.737179487,0,0.996753247
1,174,0.875,1,5.333333333,0.12345679,2.498335183,0.02991453,1.947368421,0.068342123,0.706439394
1,175,0.848484848,0.696969697,14,0.108333333,1.505208333,0.07,1.501436782,0,0.989637306
1,176,0.773584906,1.075471698,22,0.08203125,3.286396181,0.046728972,2.12967734,0,1.004784689
1,177,0.909090909,0.981818182,15.57142857,0.102362205,2.700296736,0.055873926,2.093817878,0,0.942363112
1,178,0.831578947,1,19,0.134615385,2.359307359,0.04312115,3.862737478,0.011467509,0.917012448
0,179,0.93442623,1.240437158,27.33333333,0.096491228,2.251655629,0.03164557,1.567661757,0,0.735632184
0,180,0.923076923,0.887573964,15.95,0.187214612,2.743718593,0.064748201,5.016732342,0.022305411,0.960591133
1,181,0.944444444,0.666666667,30,0.121848739,2.351351351,0.066838046,2.625,0,1.044198895
1,182,0.95,1.05,41,0.082539683,2.049792531,0.051181102,1.533333333,0.07530509,1.071633238
0,183,0.973684211,0.631578947,31,0.109195402,2.523809524,0.054878049,3.276041667,0.037037037,0.956521739
1,184,0.833333333,0.566666667,15.66666667,0.118367347,2.794344473,0.045226131,2.234042553,0,0.945
1,185,0.897435897,0.948717949,19,0.192627824,2.886335659,0.054919004,2.069105691,0.019916932,0.928006329
1,186,0.802816901,0.704225352,24.2,0.13174946,2.191812865,0.050732807,2.022933884,0.014925373,1.011764706
0,187,0.94,1.36,16.85714286,0.074688797,2.598623853,0.046255507,1.265301902,0.005084746,0.831932773
0,188,0.97752809,0.966292135,17.5,0.215598886,2.979356519,0.060938343,3.366672854,0.006889232,1.004847129
0,189,0.947058824,0.935294118,21.93333333,0.096989967,3.1856,0.034161491,1.892587075,0.007574161,0.780626781
1,190,0.647058824,0.936651584,21.4,0.133858268,3.898947368,0.046065259,2.604462759,0.046504492,0.826923077
1,191,1,0.928571429,27,0.154545455,2.416201117,0.015957447,3.6,0.025377624,0.746341463
1,192,1,0.666666667,25,0.193057247,2.792647666,0.05945516,2.125,0,1.008295313
0,193,1,1.238095238,23.5,0.092936803,2.389443652,0.033287101,2.500694444,0.112094864,0.963585434
0,194,0.96,1.2,18.33333333,0.047058824,3.593103448,0.02739726,2.423636364,0.009174312,0.705882353
0,195,0.984615385,0.830769231,29.75,0.102167183,2.669829222,0.060773481,10.58203125,0,1.05859375
0,196,1,0.903225806,11.8,0.130769231,2.021459227,0.081267218,21.72277778,0,1.061946903
1,197,0.753731343,0.970149254,37.71428571,0.105263158,2.419713831,0.064914992,2.245754986,0.154718485,1.588477366
1,198,0.740506329,1.056962025,32.5,0.111940299,2.985148515,0.055045872,2.931266768,0,1.06122449
1,199,0.808510638,0.781914894,22.33333333,0.129032258,3.868300153,0.038690476,5.036419234,0.005141388,0.898255814
1,200,0.724137931,0.887931034,21.9,0.153433476,2.432550941,0.07190184,4.585921567,0.502656737,1.138444567
1,201,1,0.833333333,11,0.083333333,2.40647482,0.063793103,2.333333333,0,0.93728223
1,202,1,0.7,34,0.110701107,2.550970874,0.051282051,3.285714286,0,0.925233645
1,203,1,1.269230769,29.5,0.117241379,2.76064333,0.064840183,1,0.06709147,0.946593002
0,204,0.926829268,0.804878049,24.66666667,0.120126449,2.225251076,0.075372279,1.2,0.609636549,1.197582764
0,205,0.953488372,0.930232558,20.75,0.148782687,2.935934891,0.064503205,1.560981458,0.391334865,1.162454874
0,206,1,1.037037037,11,0.09929078,2.511201629,0.046875,1.838423645,0,1.162995595
0,207,0.943820225,1.078651685,26.42857143,0.113207547,1.994174757,0.024344569,3.187111468,0.003456221,0.775862069
0,208,0.968253968,0.888888889,11.9,0.126373626,2.950769231,0.038690476,4.130885781,0,1
0,209,0.93220339,0.881355932,14.8,0.152046784,2.37,0.01937046,3.105355117,0.035732024,1
1,210,0.807692308,0.91025641,14.9,0.064748201,1.684210526,0.02,4.649743231,0,0.9
0,211,1,0,2,0.129032258,3.025165563,0.050306748,152,0.142815726,1.018716578
0,212,0.958333333,1.125,51,0.139013453,3.03087886,0.035714286,1.5,0.071315034,0.822510823
0,213,1,0.222222222,5.5,0.113445378,2.371967655,0.044502618,110.6818182,0,0.942408377
0,214,0.980392157,1.117647059,36,0.125766871,2.150557621,0.078994614,8.177944862,0,1.053435115
0,215,0.976744186,0.976744186,21.25,0.094827586,1.9675,0.037527594,2.073317444,0,0.739130435
1,216,0.826923077,0.557692308,16.2,0.148867314,2.889423077,0.06097561,3.082738095,0.109481579,0.777777778
1,217,0.831325301,0.722891566,20.42857143,0.112840467,2.581447964,0.049040512,2.099305616,0.463658327,1.009090909
0,218,0.962264151,1.452830189,13,0.089820359,2.093984962,0.044609665,4.854881657,0,1.254237288
0,219,0.956896552,0.75862069,13.6,0.055944056,2.07154213,0.063732929,3.902117569,0.026108732,1.10367893
1,220,0.696078431,0.759803922,17.95,0.117924528,1.615384615,0.042713568,1.995757517,0.093157016,0.786729858
0,221,1,0.5,6,0.110275689,2.816927083,0.084716374,5,0.235902606,1.224797219
0,222,1,1.25,18,0.115492958,1.875,0.052212389,1.666666667,0.174011971,1.184738956
0,223,0.972972973,1.135135135,39.5,0.171293162,3.220857358,0.053330116,2.044330776,0.034968152,0.962124939
1,224,0.948717949,0.846153846,24,0.088825215,2.191489362,0.03164557,1.664085914,0.016543791,0.803357314
0,225,0.975,1.125,21.25,0.09569378,2.020348837,0.028328612,1.666666667,0,0.773195876
1,226,0.912280702,0.666666667,19,0.165697674,2.109090909,0.027777778,1.829896907,0.176772535,0.788617886
1,227,0.898734177,1.075949367,23.42857143,0.151029748,2.447272727,0.044091711,1.340031585,0.108628281,0.98915009
1,228,0.66,0.52,15.2,0.126914661,2.952494062,0.054919908,4.536669925,0,1.079012346
0,229,0.91509434,0.905660377,13.46666667,0.134663342,3.158119658,0.049247606,4.952912269,0.014355483,0.955431755
0,230,0.927777778,0.955555556,17.6,0.111570248,2.189814815,0.043290043,2.385263467,0.002358491,0.785123967
0,231,1,3,4,0.1,2.665413534,0.104529617,0.333333333,0.117647059,1.162601626
0,232,1,1.6,13,0.073654391,2.150478796,0.038873995,1.4,0.005279926,0.8275
0,233,1,0.941176471,16.5,0.068062827,1.418960245,0.026627219,1.840840841,0.004692805,0.847457627
1,234,0.9,0.633333333,16.33333333,0.143730887,3.073211314,0.064465409,3.277333333,0,1.146428571
0,235,1,1.04,12.75,0.10801964,2.464166667,0.056,3.926666667,0,1.030456853
1,236,0.936170213,0.936170213,18.2,0.07804878,2.404605263,0.044871795,1.624423963,0,0.865030675
1,237,0.829545455,0.806818182,22.71428571,0.154302671,4.206095791,0.025641026,2.023809524,0.419323149,0.7225
0,238,0.95,1.1375,17.1,0.124401914,1.50997151,0.032697548,1.591014967,0.035297578,0.712195122
1,239,0.678362573,0.81871345,20.73333333,0.1625,3.47311828,0.025477707,1.826616931,0.059215183,0.811688312
0,240,0.920245399,1.061349693,16.8,0.108108108,2.374689826,0.049065421,2.235569594,0,0.928229665
0,241,1,4,5,0.154320988,1.729927007,0.037288136,1,0.07484602,0.691358025
1,242,1,0,8,0.123529412,2.460076046,0.021428571,152,0.036940633,0.685897436
0,243,0.875,1.875,11.5,0.102272727,2.649606299,0.056603774,1.00621118,0,0.984375
1,244,0.815789474,0.736842105,22,0.143603133,3.913616398,0.045833333,1.816806723,0.004807692,0.991253644
0,245,1,1.08,13,0.108870968,4.444155844,0.0425,17.95564374,0,0.984536082
0,246,1,0.904761905,8,0.148535565,2.967040359,0.075117371,2.724806202,0.953495804,1.187346739
0,247,1,0.923076923,14.28571429,0.062146893,2.767634855,0.070866142,4.837907376,0,0.812030075
0,248,0.948051948,0.896103896,14.6,0.102040816,2.865196078,0.046620047,3.567858516,0,1.081632653
1,249,0.725274725,0.857142857,22.53333333,0.063414634,2.122977346,0.078369906,2.13654968,0,1.06
1,250,0.739795918,0.852040816,18.15,0.079646018,2.767295597,0.063397129,2.212043976,0.037923671,1.0703125
1,251,1,1,10,0.130387931,2.468095016,0.056275123,2,0.457989708,1.196419437
1,252,1,1.142857143,30,0.2,2.8844404,0.061776905,1.384615385,0.018246258,0.992747053
1,253,0.947368421,1.315789474,22,0.156996587,2.859649123,0.075630252,2.37173913,0,0.915966387
0,254,0.9,0.95,13,0.191066998,2.67373461,0.057794508,12.27990708,0.012733043,0.952804987
0,255,1,1,8.5,0.11849711,1.520336606,0.037533512,14.37647059,0.165878523,0.74754902
0,256,0.978723404,0.723404255,16.2,0.133891213,3.44766147,0.056962025,5.650699301,0.15880064,1.040909091
1,257,0.875,1,22.85714286,0.118811881,2.753501401,0.050340136,1.823838738,0,0.914209115
1,258,0.855670103,1.237113402,21.7,0.098765432,1.933238347,0.080617165,1.422281765,0.169523482,1.185498221
1,259,0.726618705,0.798561151,16.66666667,0.114537445,2.97260274,0.065963061,1.85660496,0,1.016574586
1,260,0.650485437,0.796116505,18.5,0.142384106,1.925203252,0.043478261,3.903457904,0.098680347,0.91588785
1,261,1,0.9,19,0.209421403,2.506285714,0.057834355,3.666666667,0.070909362,1.012155059
0,262,0,152,1,0.111782477,2.808586762,0.07337884,152,0,1.010791367
0,263,1,2,13.5,0.090062112,2.351027397,0.052718287,1.192528736,0,1.020761246
0,264,0.962962963,1.740740741,24.66666667,0.104761905,2.633846154,0.074404762,4.080693816,0,1.083333333
1,265,0.943396226,0.773584906,23.5,0.128440367,2.009695291,0.035087719,1.892361111,0.025551854,0.870466321
1,266,0.886363636,0.772727273,15.6,0.075862069,2.097888676,0.033962264,18.38018742,0.002762431,0.608024691
1,267,0.916666667,1.145833333,14.71428571,0.096638655,2.178294574,0.060606061,1.806607744,0,1.02617801
1,268,0.824561404,0.833333333,20.9,0.195676275,2.791959618,0.058233973,2.548027444,0.04782937,0.99963951
0,269,0.949640288,1,18.53333333,0.211785298,2.782314241,0.060301508,2.191435931,0.036523113,1.013245033
1,270,0.69058296,0.874439462,20.9,0.096385542,2.462566845,0.040712468,2.13769103,0,0.87
1,271,0.947368421,0.631578947,31,0.157407407,1.987878788,0.017804154,1.727272727,0.018181818,0.755319149
